"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
16920,"1","1","2026-03-17T05:40:34.206169Z",505999,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0056_slide1_7.png",0.777,"2026-03-17T05:40:34.206169Z"
16921,"1","2","2026-03-17T05:40:35.599681Z",506000,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0061_slide1_2.png",1.2,"2026-03-17T05:40:35.599681Z"
16922,"1","2","2026-03-17T05:40:36.752275Z",506001,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0069_slide1_5.png",0.956,"2026-03-17T05:40:36.752275Z"
16923,"1","1","2026-03-17T05:40:37.971493Z",506002,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0075_slide2_1.png",1.022,"2026-03-17T05:40:37.971493Z"
16924,"1","1","2026-03-17T05:40:39.247096Z",506003,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0086_slide2_1.png",1.079,"2026-03-17T05:40:39.247096Z"
16925,"1","1","2026-03-17T05:40:40.190572Z",506004,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0096_slide1_6.png",0.751,"2026-03-17T05:40:40.190572Z"
16926,"1","1","2026-03-17T05:40:41.383363Z",506005,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0116_slide1_5.png",1.006,"2026-03-17T05:40:41.383363Z"
16927,"1","2","2026-03-17T05:40:44.650622Z",506006,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0141_slide1_5.png",3.084,"2026-03-17T05:40:44.650622Z"
16928,"1","1","2026-03-17T05:40:45.865819Z",506007,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0160_slide1_5.png",1.028,"2026-03-17T05:40:45.865819Z"
16929,"1","1","2026-03-17T05:40:46.790365Z",506008,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0169_slide1_4.png",0.748,"2026-03-17T05:40:46.790365Z"
16930,"1","1","2026-03-17T05:40:47.768151Z",506009,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0190_slide1_6.png",0.798,"2026-03-17T05:40:47.768151Z"
16931,"1","3","2026-03-17T05:40:48.956852Z",506010,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0198_slide1_6.png",1.001,"2026-03-17T05:40:48.956852Z"
16932,"1","2","2026-03-17T05:40:50.485006Z",506011,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0243_slide1_5.png",1.345,"2026-03-17T05:40:50.485006Z"
16933,"1","2","2026-03-17T05:40:51.535597Z",506012,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0244_slide1_5.png",0.868,"2026-03-17T05:40:51.535597Z"
16934,"1","2","2026-03-17T05:40:52.527891Z",506013,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0264_slide1_5.png",0.8,"2026-03-17T05:40:52.527891Z"
16935,"1","1","2026-03-17T05:40:54.225775Z",506014,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0278_slide1_5.png",1.515,"2026-03-17T05:40:54.225775Z"
16936,"1","1","2026-03-17T05:40:55.195578Z",506015,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0316_slide1_5.png",0.783,"2026-03-17T05:40:55.195578Z"
16937,"1","2","2026-03-17T05:40:56.417630Z",506016,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y001_cell_0343_slide1_5.png",1.039,"2026-03-17T05:40:56.417630Z"
16938,"1","1","2026-03-17T05:40:57.506186Z",506017,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0001_slide3_5.png",0.897,"2026-03-17T05:40:57.506186Z"
16939,"1","2","2026-03-17T05:40:59.066891Z",506018,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0001_slide3_7.png",1.377,"2026-03-17T05:40:59.066891Z"
16940,"1","1","2026-03-17T05:41:00.092664Z",506019,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0001_slide3_8.png",0.839,"2026-03-17T05:41:00.092664Z"
16941,"1","2","2026-03-17T05:41:01.153403Z",506020,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0003_slide3_7.png",0.883,"2026-03-17T05:41:01.153403Z"
16942,"1","1","2026-03-17T05:41:02.112717Z",506021,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0004_slide2_1.png",0.778,"2026-03-17T05:41:02.112717Z"
16943,"1","2","2026-03-17T05:41:03.322853Z",506022,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0005_slide1_5.png",1.028,"2026-03-17T05:41:03.322853Z"
16944,"1","2","2026-03-17T05:41:04.417828Z",506023,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0005_slide1_6.png",0.916,"2026-03-17T05:41:04.417828Z"
16945,"1","1","2026-03-17T05:41:05.820459Z",506024,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0005_slide3_7.png",1.221,"2026-03-17T05:41:05.820459Z"
16946,"1","1","2026-03-17T05:41:06.874103Z",506025,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0006_slide3_7.png",0.872,"2026-03-17T05:41:06.874103Z"
16947,"1","2","2026-03-17T05:41:07.984339Z",506026,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0007_slide3_7.png",0.927,"2026-03-17T05:41:07.984339Z"
16948,"1","1","2026-03-17T05:41:08.924792Z",506027,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0009_slide1_6.png",0.756,"2026-03-17T05:41:08.924792Z"
16949,"1","1","2026-03-17T05:41:09.925116Z",506028,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0012_slide1_1.png",0.811,"2026-03-17T05:41:09.925116Z"
16950,"1","1","2026-03-17T05:41:11.019248Z",506029,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0012_slide3_7.png",0.911,"2026-03-17T05:41:11.019248Z"
16951,"1","2","2026-03-17T05:41:12.092900Z",506030,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0013_slide3_7.png",0.889,"2026-03-17T05:41:12.092900Z"
16952,"1","1","2026-03-17T05:41:13.170790Z",506031,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0014_slide1_1.png",0.897,"2026-03-17T05:41:13.170790Z"
16953,"1","1","2026-03-17T05:41:14.098696Z",506032,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0015_slide1_2.png",0.735,"2026-03-17T05:41:14.098696Z"
16954,"1","2","2026-03-17T05:41:15.228129Z",506033,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0016_slide3_7.png",0.944,"2026-03-17T05:41:15.228129Z"
16955,"1","3","2026-03-17T05:41:16.477436Z",506034,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0017_slide1_5.png",1.066,"2026-03-17T05:41:16.477436Z"
16956,"1","1","2026-03-17T05:41:17.939026Z",506035,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0017_slide2_3.png",1.28,"2026-03-17T05:41:17.939026Z"
16957,"1","1","2026-03-17T05:41:18.940492Z",506036,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0017_slide3_7.png",0.814,"2026-03-17T05:41:18.940492Z"
16958,"1","2","2026-03-17T05:41:19.993014Z",506037,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0019_slide1_7.png",0.872,"2026-03-17T05:41:19.993014Z"
16959,"1","1","2026-03-17T05:41:21.026774Z",506038,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0023_slide1_2.png",0.851,"2026-03-17T05:41:21.026774Z"
16960,"1","1","2026-03-17T05:41:22.005576Z",506039,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0023_slide1_7.png",0.796,"2026-03-17T05:41:22.005576Z"
16961,"1","1","2026-03-17T05:41:23.204145Z",506040,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0030_slide1_5.png",0.7,"2026-03-17T05:41:23.204145Z"
16962,"1","1","2026-03-17T05:41:24.529568Z",506041,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0034_slide1_3.png",1.145,"2026-03-17T05:41:24.529568Z"
16963,"1","1","2026-03-17T05:41:25.437387Z",506042,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0035_slide1_2.png",0.72,"2026-03-17T05:41:25.437387Z"
16964,"1","1","2026-03-17T05:41:26.231122Z",506043,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0035_slide1_7.png",0.609,"2026-03-17T05:41:26.231122Z"
16965,"1","1","2026-03-17T05:41:27.089263Z",506044,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0038_slide1_8.png",0.675,"2026-03-17T05:41:27.089263Z"
16966,"1","1","2026-03-17T05:41:28.219007Z",506045,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0040_slide1_2.png",0.639,"2026-03-17T05:41:28.219007Z"
16967,"1","3","2026-03-17T05:41:29.971297Z",506046,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0041_slide1_5.png",1.574,"2026-03-17T05:41:29.971297Z"
16968,"1","1","2026-03-17T05:41:31.297968Z",506047,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0042_slide1_6.png",1.137,"2026-03-17T05:41:31.297968Z"
16969,"1","1","2026-03-17T05:41:32.275808Z",506048,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0048_slide1_2.png",0.791,"2026-03-17T05:41:32.275808Z"
16970,"1","1","2026-03-17T05:41:33.184592Z",506049,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0056_slide1_3.png",0.728,"2026-03-17T05:41:33.184592Z"
16971,"1","1","2026-03-17T05:41:34.349935Z",506050,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0056_slide1_4.png",0.668,"2026-03-17T05:41:34.349935Z"
16972,"1","2","2026-03-17T05:41:35.501883Z",506051,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0057_slide1_5.png",0.967,"2026-03-17T05:41:35.501883Z"
16973,"1","2","2026-03-17T05:41:36.835508Z",506052,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0058_slide1_5.png",1.154,"2026-03-17T05:41:36.835508Z"
16974,"1","1","2026-03-17T05:41:38.415847Z",506053,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0059_slide1_8.png",1.082,"2026-03-17T05:41:38.415847Z"
16975,"1","2","2026-03-17T05:41:39.664869Z",506054,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0060_slide1_2.png",1.06,"2026-03-17T05:41:39.664869Z"
16976,"1","2","2026-03-17T05:41:40.742899Z",506055,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0060_slide1_5.png",0.896,"2026-03-17T05:41:40.742899Z"
16977,"1","1","2026-03-17T05:41:42.513204Z",506056,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0066_slide1_8.png",1.262,"2026-03-17T05:41:42.513204Z"
16978,"1","1","2026-03-17T05:41:43.762562Z",506057,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0067_slide2_6.png",1.007,"2026-03-17T05:41:43.762562Z"
16979,"1","3","2026-03-17T05:41:45.420989Z",506058,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0071_slide1_5.png",1.172,"2026-03-17T05:41:45.420989Z"
16980,"1","1","2026-03-17T05:41:46.484860Z",506059,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0084_slide1_3.png",0.872,"2026-03-17T05:41:46.484860Z"
16981,"1","1","2026-03-17T05:41:47.964247Z",506060,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0088_slide1_6.png",0.988,"2026-03-17T05:41:47.964247Z"
16982,"1","1","2026-03-17T05:41:48.947556Z",506061,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0091_slide1_3.png",0.796,"2026-03-17T05:41:48.947556Z"
16983,"1","2","2026-03-17T05:41:50.590816Z",506062,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0101_slide1_5.png",1.152,"2026-03-17T05:41:50.590816Z"
16984,"1","1","2026-03-17T05:41:52.165831Z",506063,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0114_slide1_5.png",1.386,"2026-03-17T05:41:52.165831Z"
16985,"1","1","2026-03-17T05:41:53.261554Z",506064,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0127_slide1_3.png",0.905,"2026-03-17T05:41:53.261554Z"
16986,"1","1","2026-03-17T05:41:54.325713Z",506065,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0128_slide1_3.png",0.882,"2026-03-17T05:41:54.325713Z"
16987,"1","2","2026-03-17T05:41:55.777891Z",506066,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0131_slide1_2.png",0.934,"2026-03-17T05:41:55.777891Z"
16988,"1","1","2026-03-17T05:41:56.854935Z",506067,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0133_slide1_2.png",0.89,"2026-03-17T05:41:56.854935Z"
16989,"1","1","2026-03-17T05:41:57.902904Z",506068,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0134_slide1_3.png",0.861,"2026-03-17T05:41:57.902904Z"
16990,"1","2","2026-03-17T05:41:59.384434Z",506069,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0139_slide1_2.png",0.992,"2026-03-17T05:41:59.384434Z"
16991,"1","2","2026-03-17T05:42:00.554908Z",506070,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0146_slide1_5.png",0.968,"2026-03-17T05:42:00.554908Z"
16992,"1","1","2026-03-17T05:42:01.680289Z",506071,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0150_slide1_5.png",0.94,"2026-03-17T05:42:01.680289Z"
16993,"1","3","2026-03-17T05:42:03.188320Z",506072,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0164_slide1_5.png",1.013,"2026-03-17T05:42:03.188320Z"
16994,"1","1","2026-03-17T05:42:04.389532Z",506073,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0174_slide1_2.png",1.011,"2026-03-17T05:42:04.389532Z"
16995,"1","1","2026-03-17T05:42:05.407965Z",506074,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0185_slide1_6.png",0.834,"2026-03-17T05:42:05.407965Z"
16996,"1","1","2026-03-17T05:42:06.691670Z",506075,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0190_slide1_5.png",0.796,"2026-03-17T05:42:06.691670Z"
16997,"1","2","2026-03-17T05:42:08.600288Z",506076,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0195_slide1_2.png",1.724,"2026-03-17T05:42:08.600288Z"
16998,"1","1","2026-03-17T05:42:09.631442Z",506077,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0200_slide1_5.png",0.839,"2026-03-17T05:42:09.631442Z"
16999,"1","1","2026-03-17T05:42:11.071052Z",506078,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0203_slide1_2.png",0.938,"2026-03-17T05:42:11.071052Z"
17000,"1","3","2026-03-17T05:42:12.340791Z",506079,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0207_slide1_2.png",1.084,"2026-03-17T05:42:12.340791Z"
17001,"1","1","2026-03-17T05:42:13.935543Z",506080,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0212_slide1_2.png",1.092,"2026-03-17T05:42:13.935543Z"
17002,"1","2","2026-03-17T05:42:15.110135Z",506081,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0232_slide1_6.png",0.982,"2026-03-17T05:42:15.110135Z"
17003,"1","1","2026-03-17T05:42:16.121012Z",506082,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0234_slide1_6.png",0.826,"2026-03-17T05:42:16.121012Z"
17004,"1","2","2026-03-17T05:42:17.644788Z",506083,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0235_slide1_6.png",1.028,"2026-03-17T05:42:17.644788Z"
17005,"1","1","2026-03-17T05:42:18.919912Z",506084,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0254_slide1_6.png",1.086,"2026-03-17T05:42:18.919912Z"
17006,"1","1","2026-03-17T05:42:19.932780Z",506085,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0255_slide1_6.png",0.824,"2026-03-17T05:42:19.932780Z"
17007,"1","1","2026-03-17T05:42:21.399360Z",506086,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0256_slide1_2.png",0.97,"2026-03-17T05:42:21.399360Z"
17008,"1","2","2026-03-17T05:42:22.525173Z",506087,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0257_slide1_2.png",0.941,"2026-03-17T05:42:22.525173Z"
17009,"1","2","2026-03-17T05:42:23.622245Z",506088,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0258_slide1_2.png",0.912,"2026-03-17T05:42:23.622245Z"
17010,"1","1","2026-03-17T05:42:25.061418Z",506089,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0279_slide1_2.png",0.939,"2026-03-17T05:42:25.061418Z"
17011,"1","1","2026-03-17T05:42:26.110094Z",506090,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0281_slide1_2.png",0.858,"2026-03-17T05:42:26.110094Z"
17012,"1","1","2026-03-17T05:42:27.472185Z",506091,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0284_slide1_2.png",0.861,"2026-03-17T05:42:27.472185Z"
17013,"1","1","2026-03-17T05:42:28.479971Z",506092,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0292_slide1_2.png",0.822,"2026-03-17T05:42:28.479971Z"
17014,"1","1","2026-03-17T05:42:29.799446Z",506093,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0317_slide1_2.png",0.83,"2026-03-17T05:42:29.799446Z"
17015,"1","1","2026-03-17T05:42:30.838753Z",506094,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0318_slide1_2.png",0.853,"2026-03-17T05:42:30.838753Z"
17016,"1","3","2026-03-17T05:42:32.285974Z",506095,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y002_cell_0327_slide1_2.png",1.259,"2026-03-17T05:42:32.285974Z"
17017,"1","2","2026-03-17T05:42:33.518426Z",506096,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y003_cell_0001_slide1_2.png",1.044,"2026-03-17T05:42:33.518426Z"
17018,"1","2","2026-03-17T05:42:35.443673Z",506097,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y003_cell_0003_slide1_6.png",1.431,"2026-03-17T05:42:35.443673Z"
17019,"1","3","2026-03-17T05:42:36.710288Z",506098,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y003_cell_0004_slide3_7.png",1.074,"2026-03-17T05:42:36.710288Z"
17020,"1","1","2026-03-17T05:42:38.096292Z",506099,"/data/local-files/?d=Users%5CKyle%5CMonocyte_with_RBC%5Ctile_x001_y003_cell_0005_slide1_3.png",0.895,"2026-03-17T05:42:38.096292Z"
