"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
30,"1","Monocyte without RBC","2026-02-11T20:05:52.925359Z",56184,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-4%5Ctile_x001_y001_cell_0002.png",9.669,"2026-02-11T20:05:52.925359Z"
31,"1","Clustered cell","2026-02-11T20:05:55.918540Z",56185,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-5%5Ctile_x001_y001_cell_0002.png",2.703,"2026-02-11T20:05:55.918540Z"
32,"1","Unusable","2026-02-11T20:05:57.988899Z",56186,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-6%5Ctile_x001_y001_cell_0002.png",1.778,"2026-02-11T20:05:57.988899Z"
33,"1","Lymphocyte?","2026-02-11T20:06:04.948108Z",56187,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-7%5Ctile_x001_y001_cell_0002.png",6.655,"2026-02-11T20:06:04.948108Z"
34,"1","Monocyte without RBC","2026-02-11T20:06:08.483444Z",56188,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-8%5Ctile_x001_y001_cell_0002.png",3.251,"2026-02-11T20:06:08.483444Z"
35,"1","Unusable","2026-02-11T20:06:09.944443Z",56189,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-1%5Ctile_x001_y001_cell_0002.png",1.173,"2026-02-11T20:06:09.944443Z"
36,"1","Unusable","2026-02-11T20:06:11.080444Z",56190,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-2%5Ctile_x001_y001_cell_0002.png",0.854,"2026-02-11T20:06:11.080444Z"
37,"1","Unusable","2026-02-11T20:06:13.091442Z",56191,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-3%5Ctile_x001_y001_cell_0002.png",1.739,"2026-02-11T20:06:13.091442Z"
38,"1","Lymphocyte?","2026-02-11T20:06:16.052443Z",56192,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-4%5Ctile_x001_y001_cell_0002.png",2.676,"2026-02-11T20:06:16.052443Z"
39,"1","Lymphocyte?","2026-02-11T20:06:20.634691Z",56193,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-5%5Ctile_x001_y001_cell_0002.png",4.315,"2026-02-11T20:06:20.634691Z"
40,"1","Monocyte without RBC","2026-02-11T20:06:23.106553Z",56194,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-6%5Ctile_x001_y001_cell_0002.png",2.195,"2026-02-11T20:06:23.106553Z"
41,"1","Monocyte without RBC","2026-02-11T20:06:24.506349Z",56195,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-7%5Ctile_x001_y001_cell_0002.png",1.123,"2026-02-11T20:06:24.506349Z"
42,"1","Unusable","2026-02-11T20:06:26.250287Z",56196,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-8%5Ctile_x001_y001_cell_0002.png",1.465,"2026-02-11T20:06:26.250287Z"
43,"1","Monocyte without RBC","2026-02-11T20:06:27.924641Z",56197,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-1%5Ctile_x001_y001_cell_0002.png",1.398,"2026-02-11T20:06:27.924641Z"
44,"1","Unusable","2026-02-11T20:06:29.721167Z",56198,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-2%5Ctile_x001_y001_cell_0002.png",1.517,"2026-02-11T20:06:29.721167Z"
45,"1","Unusable","2026-02-11T20:06:33.312485Z",56199,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-3%5Ctile_x001_y001_cell_0002.png",3.304,"2026-02-11T20:06:33.312485Z"
46,"1","Lymphocyte?","2026-02-11T20:06:39.014028Z",56200,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-4%5Ctile_x001_y001_cell_0002.png",5.162,"2026-02-11T20:06:39.014028Z"
47,"1","Unusable","2026-02-11T20:06:40.809029Z",56201,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-5%5Ctile_x001_y001_cell_0002.png",1.502,"2026-02-11T20:06:40.809029Z"
48,"1","Unusable","2026-02-11T20:06:42.212030Z",56202,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-6%5Ctile_x001_y001_cell_0002.png",1.12,"2026-02-11T20:06:42.212030Z"
49,"1","Monocyte without RBC","2026-02-11T20:06:45.404028Z",56203,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-7%5Ctile_x001_y001_cell_0002.png",2.902,"2026-02-11T20:06:45.404028Z"
50,"1","Unusable","2026-02-11T20:06:46.941536Z",56204,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-8%5Ctile_x001_y001_cell_0002.png",1.257,"2026-02-11T20:06:46.941536Z"
51,"1","Unusable","2026-02-11T20:06:48.189536Z",56205,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-1%5Ctile_x001_y001_cell_0003.png",0.955,"2026-02-11T20:06:48.189536Z"
52,"1","Clustered cell","2026-02-11T20:06:50.166761Z",56206,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-2%5Ctile_x001_y001_cell_0003.png",1.715,"2026-02-11T20:06:50.166761Z"
53,"1","Unusable","2026-02-11T20:07:00.347414Z",56207,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-3%5Ctile_x001_y001_cell_0003.png",9.882,"2026-02-11T20:07:00.347414Z"
54,"1","Clustered cell","2026-02-11T20:07:04.027582Z",56208,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-4%5Ctile_x001_y001_cell_0003.png",3.42,"2026-02-11T20:07:04.027582Z"
55,"1","Clustered cell","2026-02-11T20:07:06.267526Z",56209,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-5%5Ctile_x001_y001_cell_0003.png",1.96,"2026-02-11T20:07:06.267526Z"
56,"1","Clustered cell","2026-02-11T20:07:07.563036Z",56210,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-6%5Ctile_x001_y001_cell_0003.png",1.012,"2026-02-11T20:07:07.563036Z"
57,"1","Monocyte without RBC","2026-02-11T20:07:10.121039Z",56211,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-7%5Ctile_x001_y001_cell_0003.png",2.291,"2026-02-11T20:07:10.121039Z"
58,"1","Unusable","2026-02-11T20:07:12.245040Z",56212,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-8%5Ctile_x001_y001_cell_0003.png",1.87,"2026-02-11T20:07:12.245040Z"
59,"1","Monocyte without RBC","2026-02-11T20:07:47.741411Z",56213,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-1%5Ctile_x001_y001_cell_0003.png",35.219,"2026-02-11T20:07:47.741411Z"
60,"1","Lymphocyte?","2026-02-11T20:07:49.702123Z",56214,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-2%5Ctile_x001_y001_cell_0003.png",1.676,"2026-02-11T20:07:49.702123Z"
61,"1","Clustered cell","2026-02-11T20:07:52.280534Z",56215,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-3%5Ctile_x001_y001_cell_0003.png",2.286,"2026-02-11T20:07:52.280534Z"
62,"1","Lymphocyte?","2026-02-11T20:07:56.287253Z",56216,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-4%5Ctile_x001_y001_cell_0003.png",3.718,"2026-02-11T20:07:56.287253Z"
63,"1","Monocyte without RBC","2026-02-11T20:07:57.646837Z",56217,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-5%5Ctile_x001_y001_cell_0003.png",1.078,"2026-02-11T20:07:57.646837Z"
64,"1","Monocyte without RBC","2026-02-11T20:07:58.873532Z",56218,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-6%5Ctile_x001_y001_cell_0003.png",0.963,"2026-02-11T20:07:58.873532Z"
65,"1","Monocyte without RBC","2026-02-11T20:08:00.567462Z",56219,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-7%5Ctile_x001_y001_cell_0003.png",1.409,"2026-02-11T20:08:00.567462Z"
66,"1","Lymphocyte?","2026-02-11T20:08:05.457125Z",56220,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-8%5Ctile_x001_y001_cell_0003.png",4.635,"2026-02-11T20:08:05.457125Z"
67,"1","RBC alone","2026-02-11T20:08:09.869631Z",56221,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-1%5Ctile_x001_y001_cell_0003.png",4.136,"2026-02-11T20:08:09.869631Z"
68,"1","Unusable","2026-02-11T20:08:11.887631Z",56222,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-2%5Ctile_x001_y001_cell_0003.png",1.727,"2026-02-11T20:08:11.887631Z"
69,"1","RBC alone","2026-02-11T20:08:14.314631Z",56223,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-3%5Ctile_x001_y001_cell_0003.png",2.141,"2026-02-11T20:08:14.314631Z"
70,"1","Unusable","2026-02-11T20:08:15.898630Z",56224,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-4%5Ctile_x001_y001_cell_0003.png",1.302,"2026-02-11T20:08:15.898630Z"
71,"1","Unusable","2026-02-11T20:08:17.350137Z",56225,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-5%5Ctile_x001_y001_cell_0003.png",1.189,"2026-02-11T20:08:17.350137Z"
72,"1","Unusable","2026-02-11T20:08:19.101700Z",56226,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-6%5Ctile_x001_y001_cell_0003.png",1.458,"2026-02-11T20:08:19.101700Z"
73,"1","Monocyte without RBC","2026-02-11T20:08:20.703635Z",56227,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-7%5Ctile_x001_y001_cell_0003.png",1.32,"2026-02-11T20:08:20.703635Z"
74,"1","Unusable","2026-02-11T20:08:22.158611Z",56228,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-8%5Ctile_x001_y001_cell_0003.png",1.178,"2026-02-11T20:08:22.158611Z"
75,"1","Unusable","2026-02-11T20:08:23.598771Z",56229,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-1%5Ctile_x001_y001_cell_0004.png",1.161,"2026-02-11T20:08:23.598771Z"
76,"1","Clustered cell","2026-02-11T20:08:25.275320Z",56230,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-2%5Ctile_x001_y001_cell_0004.png",1.399,"2026-02-11T20:08:25.275320Z"
77,"1","Unusable","2026-02-11T20:08:27.864894Z",56231,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-3%5Ctile_x001_y001_cell_0004.png",2.307,"2026-02-11T20:08:27.864894Z"
78,"1","Clustered cell","2026-02-11T20:08:32.093142Z",56232,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-4%5Ctile_x001_y001_cell_0004.png",3.934,"2026-02-11T20:08:32.093142Z"
79,"1","Clustered cell","2026-02-11T20:08:33.531687Z",56233,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-5%5Ctile_x001_y001_cell_0004.png",1.154,"2026-02-11T20:08:33.531687Z"
80,"1","Clustered cell","2026-02-11T20:08:35.692192Z",56234,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-6%5Ctile_x001_y001_cell_0004.png",1.887,"2026-02-11T20:08:35.692192Z"
81,"1","Lymphocyte?","2026-02-11T20:08:52.904164Z",56235,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-7%5Ctile_x001_y001_cell_0004.png",16.739,"2026-02-11T20:08:52.904164Z"
82,"1","Unusable","2026-02-11T20:08:54.905229Z",56236,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-8%5Ctile_x001_y001_cell_0004.png",1.705,"2026-02-11T20:08:54.905229Z"
83,"1","Monocyte without RBC","2026-02-11T20:09:30.835957Z",56237,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-1%5Ctile_x001_y001_cell_0004.png",35.64,"2026-02-11T20:09:30.835957Z"
84,"1","Monocyte without RBC","2026-02-11T20:09:33.787511Z",56238,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-2%5Ctile_x001_y001_cell_0004.png",2.652,"2026-02-11T20:09:33.787511Z"
85,"1","Monocyte without RBC","2026-02-11T20:09:35.630927Z",56239,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-3%5Ctile_x001_y001_cell_0004.png",1.56,"2026-02-11T20:09:35.630927Z"
86,"1","Monocyte without RBC","2026-02-11T20:09:38.128435Z",56240,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-4%5Ctile_x001_y001_cell_0004.png",2.214,"2026-02-11T20:09:38.128435Z"
87,"1","Monocyte without RBC","2026-02-11T20:09:39.614434Z",56241,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-5%5Ctile_x001_y001_cell_0004.png",1.2,"2026-02-11T20:09:39.614434Z"
88,"1","Monocyte without RBC","2026-02-11T20:09:41.258434Z",56242,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-6%5Ctile_x001_y001_cell_0004.png",1.358,"2026-02-11T20:09:41.258434Z"
89,"1","Lymphocyte?","2026-02-11T20:09:43.760435Z",56243,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-7%5Ctile_x001_y001_cell_0004.png",2.219,"2026-02-11T20:09:43.760435Z"
90,"1","Lymphocyte?","2026-02-11T20:09:45.018434Z",56244,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-8%5Ctile_x001_y001_cell_0004.png",0.971,"2026-02-11T20:09:45.018434Z"
91,"1","Monocyte without RBC","2026-02-11T20:09:46.437482Z",56245,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-1%5Ctile_x001_y001_cell_0004.png",1.14,"2026-02-11T20:09:46.437482Z"
92,"1","RBC alone","2026-02-11T20:09:50.000855Z",56246,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-2%5Ctile_x001_y001_cell_0004.png",3.289,"2026-02-11T20:09:50.000855Z"
93,"1","RBC alone","2026-02-11T20:09:52.050225Z",56247,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-3%5Ctile_x001_y001_cell_0004.png",1.765,"2026-02-11T20:09:52.050225Z"
94,"1","Unusable","2026-02-11T20:09:53.539204Z",56248,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-4%5Ctile_x001_y001_cell_0004.png",1.195,"2026-02-11T20:09:53.539204Z"
95,"1","Lymphocyte?","2026-02-11T20:09:56.041117Z",56249,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-5%5Ctile_x001_y001_cell_0004.png",2.219,"2026-02-11T20:09:56.041117Z"
96,"1","Monocyte without RBC","2026-02-11T20:09:57.274136Z",56250,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-6%5Ctile_x001_y001_cell_0004.png",0.931,"2026-02-11T20:09:57.274136Z"
97,"1","Monocyte without RBC","2026-02-11T20:09:58.409867Z",56251,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-7%5Ctile_x001_y001_cell_0004.png",0.883,"2026-02-11T20:09:58.409867Z"
98,"1","Monocyte with RBC","2026-02-11T20:10:00.594542Z",56252,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%203-8%5Ctile_x001_y001_cell_0004.png",1.913,"2026-02-11T20:10:00.594542Z"
99,"1","Unusable","2026-02-11T20:10:01.989668Z",56253,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-1%5Ctile_x001_y001_cell_0005.png",1.103,"2026-02-11T20:10:01.989668Z"
100,"1","Clustered cell","2026-02-11T20:10:04.452512Z",56254,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-2%5Ctile_x001_y001_cell_0005.png",2.214,"2026-02-11T20:10:04.452512Z"
101,"1","Unusable","2026-02-11T20:10:06.021512Z",56255,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-3%5Ctile_x001_y001_cell_0005.png",1.277,"2026-02-11T20:10:06.021512Z"
102,"1","Clustered cell","2026-02-11T20:10:18.569535Z",56256,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-4%5Ctile_x001_y001_cell_0005.png",12.264,"2026-02-11T20:10:18.569535Z"
103,"1","Clustered cell","2026-02-11T20:10:19.968245Z",56257,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-5%5Ctile_x001_y001_cell_0005.png",1.123,"2026-02-11T20:10:19.968245Z"
104,"1","Unusable","2026-02-11T20:10:30.710605Z",56258,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-6%5Ctile_x001_y001_cell_0005.png",10.461,"2026-02-11T20:10:30.710605Z"
105,"1","Monocyte with RBC","2026-02-11T20:10:32.477640Z",56259,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-7%5Ctile_x001_y001_cell_0005.png",1.468,"2026-02-11T20:10:32.477640Z"
106,"1","Monocyte without RBC","2026-02-11T20:10:33.978927Z",56260,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%201-8%5Ctile_x001_y001_cell_0005.png",1.215,"2026-02-11T20:10:33.978927Z"
107,"1","Unusable","2026-02-11T20:10:35.345510Z",56261,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-1%5Ctile_x001_y001_cell_0005.png",1.078,"2026-02-11T20:10:35.345510Z"
108,"1","Clustered cell","2026-02-11T20:10:44.052019Z",56262,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-2%5Ctile_x001_y001_cell_0005.png",8.423,"2026-02-11T20:10:44.052019Z"
109,"1","Clustered cell","2026-02-11T20:11:06.160857Z",56263,"/data/local-files/?d=Users%5CKyle%5CMMA_batch1%5Ccontrast_1.0%5CSlide%202-3%5Ctile_x001_y001_cell_0005.png",21.825,"2026-02-11T20:11:06.160857Z"
